month,state,city,operator,wireless_subs,wireline_subs,market_share_perc,mom_growth_perc
2024-01,Madhya Pradesh,Dewas,Jio,253385,7987,39.22,1.66
2024-01,Madhya Pradesh,Dewas,Airtel,195562,5464,30.27,-1.17
2024-01,Madhya Pradesh,Dewas,Vi,100010,1528,15.48,0.65
2024-01,Madhya Pradesh,Dewas,BSNL,70033,2284,10.84,-0.52
2024-01,Madhya Pradesh,Dewas,MTNL,27069,509,4.19,-1.98
2024-01,Madhya Pradesh,Satna,Jio,357831,12409,36.56,-2.28
2024-01,Madhya Pradesh,Satna,Airtel,302532,9802,30.91,2.83
2024-01,Madhya Pradesh,Satna,Vi,163353,2808,16.69,-1.81
2024-01,Madhya Pradesh,Satna,BSNL,113437,5536,11.59,2.98
2024-01,Madhya Pradesh,Satna,MTNL,41596,918,4.25,-1.14
2024-01,Madhya Pradesh,Ratlam,Jio,338222,10468,37.83,1.95
2024-01,Madhya Pradesh,Ratlam,Airtel,269916,11928,30.19,2.0
2024-01,Madhya Pradesh,Ratlam,Vi,141708,3596,15.85,2.44
2024-01,Madhya Pradesh,Ratlam,BSNL,107018,4915,11.97,0.61
2024-01,Madhya Pradesh,Ratlam,MTNL,37192,378,4.16,3.23
2024-01,Madhya Pradesh,Rewa,Jio,595118,6578,36.18,2.69
2024-01,Madhya Pradesh,Rewa,Airtel,480305,19223,29.2,-1.95
2024-01,Madhya Pradesh,Rewa,Vi,295914,4410,17.99,-0.63
2024-01,Madhya Pradesh,Rewa,BSNL,178469,4316,10.85,2.59
2024-01,Madhya Pradesh,Rewa,MTNL,95238,1185,5.79,1.73
2024-01,Bihar,Patna,Jio,614875,30187,38.22,2.41
2024-01,Bihar,Patna,Airtel,497917,13972,30.95,-2.09
2024-01,Bihar,Patna,Vi,248878,3642,15.47,2.73
2024-01,Bihar,Patna,BSNL,178574,8539,11.1,-2.3
2024-01,Bihar,Patna,MTNL,68373,3173,4.25,-0.03
2024-01,Bihar,Gaya,Jio,650848,11638,36.46,3.16
2024-01,Bihar,Gaya,Airtel,532853,24746,29.85,2.9
2024-01,Bihar,Gaya,Vi,309715,12233,17.35,-0.46
2024-01,Bihar,Gaya,BSNL,213855,6461,11.98,3.45
2024-01,Bihar,Gaya,MTNL,77830,1198,4.36,0.72
2024-01,Bihar,Bhagalpur,Jio,1000269,15441,36.84,3.61
2024-01,Bihar,Bhagalpur,Airtel,836273,32576,30.8,-2.2
2024-01,Bihar,Bhagalpur,Vi,458321,14655,16.88,-0.32
2024-01,Bihar,Bhagalpur,BSNL,293781,12518,10.82,-0.27
2024-01,Bihar,Bhagalpur,MTNL,126527,4525,4.66,-1.42
2024-01,Bihar,Muzaffarpur,Jio,437955,13413,35.01,3.53
2024-01,Bihar,Muzaffarpur,Airtel,377784,16294,30.2,1.07
2024-01,Bihar,Muzaffarpur,Vi,206780,6297,16.53,3.57
2024-01,Bihar,Muzaffarpur,BSNL,159870,5545,12.78,2.14
2024-01,Bihar,Muzaffarpur,MTNL,68551,923,5.48,2.17
2024-01,Bihar,Purnia,Jio,1017706,43701,37.0,3.53
2024-01,Bihar,Purnia,Airtel,855423,41711,31.1,-1.47
2024-01,Bihar,Purnia,Vi,433763,10477,15.77,2.98
2024-01,Bihar,Purnia,BSNL,277531,13143,10.09,-2.41
2024-01,Bihar,Purnia,MTNL,166408,4243,6.05,-1.76
2024-01,Bihar,Darbhanga,Jio,791099,29885,36.48,-2.1
2024-01,Bihar,Darbhanga,Airtel,637347,14799,29.39,1.16
2024-01,Bihar,Darbhanga,Vi,363237,5693,16.75,-2.53
2024-01,Bihar,Darbhanga,BSNL,239194,3150,11.03,0.91
2024-01,Bihar,Darbhanga,MTNL,137922,4867,6.36,-1.9
2024-01,Bihar,Bihar Sharif,Jio,925822,19687,36.37,0.9
2024-01,Bihar,Bihar Sharif,Airtel,779197,12489,30.61,1.86
2024-01,Bihar,Bihar Sharif,Vi,437837,4815,17.2,-1.02
2024-01,Bihar,Bihar Sharif,BSNL,279248,5116,10.97,3.6
2024-01,Bihar,Bihar Sharif,MTNL,123459,1950,4.85,3.29
2024-01,Bihar,Arrah,Jio,735419,10345,34.62,-2.04
2024-01,Bihar,Arrah,Airtel,640677,25363,30.16,3.33
2024-01,Bihar,Arrah,Vi,361549,6016,17.02,3.57
2024-01,Bihar,Arrah,BSNL,264895,9114,12.47,-1.69
2024-01,Bihar,Arrah,MTNL,121720,2030,5.73,-2.07
2024-01,Bihar,Begusarai,Jio,599907,6287,37.47,-1.55
2024-01,Bihar,Begusarai,Airtel,485593,8132,30.33,-1.21
2024-01,Bihar,Begusarai,Vi,259367,10622,16.2,0.35
2024-01,Bihar,Begusarai,BSNL,194685,5606,12.16,1.69
2024-01,Bihar,Begusarai,MTNL,61319,2401,3.83,-2.48
2024-01,Bihar,Katihar,Jio,1273961,32798,36.2,-1.23
2024-01,Bihar,Katihar,Airtel,1090257,33096,30.98,1.3
2024-01,Bihar,Katihar,Vi,590526,20814,16.78,3.14
2024-01,Bihar,Katihar,BSNL,415973,5188,11.82,0.02
2024-01,Bihar,Katihar,MTNL,148863,5007,4.23,1.21
2024-01,Punjab,Ludhiana,Jio,353043,9396,37.23,-1.96
2024-01,Punjab,Ludhiana,Airtel,276991,7325,29.21,-0.41
2024-01,Punjab,Ludhiana,Vi,153336,5210,16.17,-1.08
2024-01,Punjab,Ludhiana,BSNL,103077,1179,10.87,-1.88
2024-01,Punjab,Ludhiana,MTNL,61827,1318,6.52,-0.24
2024-01,Punjab,Amritsar,Jio,422273,13638,37.44,0.25
2024-01,Punjab,Amritsar,Airtel,338473,15944,30.01,0.87
2024-01,Punjab,Amritsar,Vi,183278,8339,16.25,1.21
2024-01,Punjab,Amritsar,BSNL,119215,2988,10.57,1.0
2024-01,Punjab,Amritsar,MTNL,64626,1038,5.73,1.89
2024-01,Punjab,Jalandhar,Jio,691913,15290,36.58,1.1
2024-01,Punjab,Jalandhar,Airtel,576531,19361,30.48,0.99
2024-01,Punjab,Jalandhar,Vi,313233,8588,16.56,2.07
2024-01,Punjab,Jalandhar,BSNL,233979,4253,12.37,-0.66
2024-01,Punjab,Jalandhar,MTNL,75849,2107,4.01,2.02
2024-01,Punjab,Patiala,Jio,334735,12945,36.23,1.83
2024-01,Punjab,Patiala,Airtel,264517,4521,28.63,0.75
2024-01,Punjab,Patiala,Vi,158913,6629,17.2,2.49
2024-01,Punjab,Patiala,BSNL,115489,5306,12.5,3.36
2024-01,Punjab,Patiala,MTNL,50168,1026,5.43,2.19
2024-01,Punjab,Bathinda,Jio,427351,8973,36.62,0.82
2024-01,Punjab,Bathinda,Airtel,345312,8716,29.59,1.21
2024-01,Punjab,Bathinda,Vi,203406,8510,17.43,3.88
2024-01,Punjab,Bathinda,BSNL,119733,2663,10.26,1.1
2024-01,Punjab,Bathinda,MTNL,71303,2042,6.11,3.99
2024-01,Punjab,Mohali,Jio,553262,5900,36.7,3.89
2024-01,Punjab,Mohali,Airtel,459343,18714,30.47,3.62
2024-01,Punjab,Mohali,Vi,241505,9346,16.02,0.58
2024-01,Punjab,Mohali,BSNL,169144,2975,11.22,0.86
2024-01,Punjab,Mohali,MTNL,84421,3247,5.6,3.05
2024-01,Punjab,Firozpur,Jio,481865,22909,36.82,0.47
2024-01,Punjab,Firozpur,Airtel,404652,7561,30.92,3.3
2024-01,Punjab,Firozpur,Vi,206252,7907,15.76,-2.5
2024-01,Punjab,Firozpur,BSNL,133618,1911,10.21,3.89
2024-01,Punjab,Firozpur,MTNL,82317,948,6.29,-0.66
2024-01,Punjab,Pathankot,Jio,758945,13513,38.06,-1.21
2024-01,Punjab,Pathankot,Airtel,590844,12087,29.63,-0.53
2024-01,Punjab,Pathankot,Vi,303498,6023,15.22,0.51
2024-01,Punjab,Pathankot,BSNL,228321,2450,11.45,-1.93
2024-01,Punjab,Pathankot,MTNL,112266,4397,5.63,0.18
2024-01,Punjab,Hoshiarpur,Jio,445041,11849,36.01,1.69
2024-01,Punjab,Hoshiarpur,Airtel,371630,5526,30.07,1.08
2024-01,Punjab,Hoshiarpur,Vi,195887,4020,15.85,-0.71
2024-01,Punjab,Hoshiarpur,BSNL,152260,2288,12.32,-0.17
2024-01,Punjab,Hoshiarpur,MTNL,71063,2078,5.75,1.4
2024-01,Punjab,Moga,Jio,491362,12842,35.65,3.42
2024-01,Punjab,Moga,Airtel,420793,12878,30.53,2.83
2024-01,Punjab,Moga,Vi,225075,6314,16.33,3.89
2024-01,Punjab,Moga,BSNL,150647,5363,10.93,-1.49
2024-01,Punjab,Moga,MTNL,90416,927,6.56,3.54
2024-01,Haryana,Faridabad,Jio,968727,22748,36.39,3.66
2024-01,Haryana,Faridabad,Airtel,819651,40129,30.79,-0.47
2024-01,Haryana,Faridabad,Vi,444832,15916,16.71,-0.98
2024-01,Haryana,Faridabad,BSNL,317052,7844,11.91,2.65
2024-01,Haryana,Faridabad,MTNL,111806,3359,4.2,3.02
2024-01,Haryana,Gurugram,Jio,268753,6063,36.68,-0.06
2024-01,Haryana,Gurugram,Airtel,219443,8795,29.95,3.49
2024-01,Haryana,Gurugram,Vi,116718,2680,15.93,-0.65
2024-01,Haryana,Gurugram,BSNL,87923,1812,12.0,-1.58
2024-01,Haryana,Gurugram,MTNL,39932,1001,5.45,0.85
2024-01,Haryana,Panipat,Jio,433047,4788,37.49,3.34
2024-01,Haryana,Panipat,Airtel,365242,7154,31.62,1.07
2024-01,Haryana,Panipat,Vi,181004,2643,15.67,1.05
2024-01,Haryana,Panipat,BSNL,120130,1388,10.4,2.5
2024-01,Haryana,Panipat,MTNL,55675,2684,4.82,-0.5
2024-01,Haryana,Ambala,Jio,453176,11216,36.96,-0.9
2024-01,Haryana,Ambala,Airtel,368328,12707,30.04,-0.4
2024-01,Haryana,Ambala,Vi,200471,4840,16.35,1.34
2024-01,Haryana,Ambala,BSNL,137203,2020,11.19,2.53
2024-01,Haryana,Ambala,MTNL,66946,3254,5.46,0.69
2024-01,Haryana,Yamunanagar,Jio,575697,27644,37.08,0.82
2024-01,Haryana,Yamunanagar,Airtel,442796,9534,28.52,2.57
2024-01,Haryana,Yamunanagar,Vi,262541,11494,16.91,1.91
2024-01,Haryana,Yamunanagar,BSNL,181652,7985,11.7,2.25
2024-01,Haryana,Yamunanagar,MTNL,90049,4349,5.8,1.21
2024-01,Haryana,Rohtak,Jio,707654,20957,37.08,3.82
2024-01,Haryana,Rohtak,Airtel,600971,25698,31.49,1.16
2024-01,Haryana,Rohtak,Vi,326345,5129,17.1,2.09
2024-01,Haryana,Rohtak,BSNL,201150,8552,10.54,3.58
2024-01,Haryana,Rohtak,MTNL,72330,2494,3.79,0.84
2024-01,Haryana,Hisar,Jio,457622,13778,36.51,2.37
2024-01,Haryana,Hisar,Airtel,366123,13341,29.21,-2.13
2024-01,Haryana,Hisar,Vi,207691,8102,16.57,0.1
2024-01,Haryana,Hisar,BSNL,156802,7469,12.51,3.81
2024-01,Haryana,Hisar,MTNL,65052,1818,5.19,3.8
2024-01,Haryana,Karnal,Jio,192878,2650,35.95,0.2
2024-01,Haryana,Karnal,Airtel,167769,4328,31.27,-1.55
2024-01,Haryana,Karnal,Vi,95124,4022,17.73,0.7
2024-01,Haryana,Karnal,BSNL,60465,868,11.27,-1.86
2024-01,Haryana,Karnal,MTNL,20280,564,3.78,-1.74
2024-01,Haryana,Sonipat,Jio,702811,12412,36.98,0.61
2024-01,Haryana,Sonipat,Airtel,583458,8652,30.7,-0.51
2024-01,Haryana,Sonipat,Vi,287548,5382,15.13,0.73
2024-01,Haryana,Sonipat,BSNL,216848,3393,11.41,-0.01
2024-01,Haryana,Sonipat,MTNL,109849,2307,5.78,2.35
2024-01,Haryana,Panchkula,Jio,696774,9069,36.31,2.35
2024-01,Haryana,Panchkula,Airtel,578758,16593,30.16,0.87
2024-01,Haryana,Panchkula,Vi,315668,7273,16.45,1.43
2024-01,Haryana,Panchkula,BSNL,239870,10945,12.5,1.1
2024-01,Haryana,Panchkula,MTNL,87888,2944,4.58,-0.07
2024-01,Delhi,New Delhi,Jio,745871,20612,35.53,-0.58
2024-01,Delhi,New Delhi,Airtel,605430,26975,28.84,2.99
2024-01,Delhi,New Delhi,Vi,351837,12312,16.76,-0.77
2024-01,Delhi,New Delhi,BSNL,260939,12092,12.43,-1.34
2024-01,Delhi,New Delhi,MTNL,135193,1587,6.44,2.68
2024-01,Delhi,Dwarka,Jio,1572105,47794,37.06,3.16
2024-01,Delhi,Dwarka,Airtel,1318854,24151,31.09,0.24
2024-01,Delhi,Dwarka,Vi,738117,14951,17.4,-2.46
2024-01,Delhi,Dwarka,BSNL,460262,21144,10.85,-1.62
2024-01,Delhi,Dwarka,MTNL,153138,6228,3.61,-0.25
2024-01,Delhi,Rohini,Jio,553148,26623,34.34,-0.51
2024-01,Delhi,Rohini,Airtel,494515,7496,30.7,2.85
2024-01,Delhi,Rohini,Vi,278829,4694,17.31,-2.25
2024-01,Delhi,Rohini,BSNL,193134,3449,11.99,0.35
2024-01,Delhi,Rohini,MTNL,91171,2717,5.66,-2.09
2024-01,Delhi,Janakpuri,Jio,1411042,65990,37.29,-1.26
2024-01,Delhi,Janakpuri,Airtel,1158273,46123,30.61,-0.51
2024-01,Delhi,Janakpuri,Vi,607327,11565,16.05,1.08
2024-01,Delhi,Janakpuri,BSNL,455211,18483,12.03,2.22
2024-01,Delhi,Janakpuri,MTNL,152115,2943,4.02,-0.35
2024-01,Delhi,Laxmi Nagar,Jio,1080976,39197,35.96,-2.23
2024-01,Delhi,Laxmi Nagar,Airtel,942097,15411,31.34,3.29
2024-01,Delhi,Laxmi Nagar,Vi,487281,13867,16.21,0.75
2024-01,Delhi,Laxmi Nagar,BSNL,372149,17231,12.38,0.65
2024-01,Delhi,Laxmi Nagar,MTNL,123849,4481,4.12,-1.06
2024-01,Delhi,Saket,Jio,741949,30398,34.98,-0.96
2024-01,Delhi,Saket,Airtel,632078,25231,29.8,0.99
2024-01,Delhi,Saket,Vi,348067,9757,16.41,3.53
2024-01,Delhi,Saket,BSNL,261739,9967,12.34,1.93
2024-01,Delhi,Saket,MTNL,137445,1439,6.48,3.12
2024-01,Delhi,Pitampura,Jio,1106018,23121,36.78,-1.72
2024-01,Delhi,Pitampura,Airtel,908751,23142,30.22,0.83
2024-01,Delhi,Pitampura,Vi,479936,14561,15.96,0.22
2024-01,Delhi,Pitampura,BSNL,356945,8243,11.87,-0.22
2024-01,Delhi,Pitampura,MTNL,155167,3201,5.16,1.27
2024-01,Delhi,Karol Bagh,Jio,2068710,96869,36.63,-2.27
2024-01,Delhi,Karol Bagh,Airtel,1756399,35229,31.1,-0.77
2024-01,Delhi,Karol Bagh,Vi,918297,12820,16.26,-1.08
2024-01,Delhi,Karol Bagh,BSNL,590172,14966,10.45,3.61
2024-01,Delhi,Karol Bagh,MTNL,314005,13945,5.56,3.65
2024-01,Delhi,Shahdara,Jio,642454,22243,36.67,3.12
2024-01,Delhi,Shahdara,Airtel,528750,11266,30.18,2.46
2024-01,Delhi,Shahdara,Vi,297838,13136,17.0,1.02
2024-01,Delhi,Shahdara,BSNL,184484,4898,10.53,3.67
2024-01,Delhi,Shahdara,MTNL,98286,1647,5.61,-2.26
2024-01,Delhi,Vasant Kunj,Jio,984153,25156,35.62,-1.0
2024-01,Delhi,Vasant Kunj,Airtel,809260,37694,29.29,0.01
2024-01,Delhi,Vasant Kunj,Vi,462513,18874,16.74,3.88
2024-01,Delhi,Vasant Kunj,BSNL,344260,11394,12.46,0.62
2024-01,Delhi,Vasant Kunj,MTNL,162736,6183,5.89,-1.24
2024-01,Odisha,Bhubaneswar,Jio,668221,25059,36.24,-1.43
2024-01,Odisha,Bhubaneswar,Airtel,558694,16185,30.3,1.25
2024-01,Odisha,Bhubaneswar,Vi,289857,5523,15.72,2.38
2024-01,Odisha,Bhubaneswar,BSNL,224399,3330,12.17,-1.53
2024-01,Odisha,Bhubaneswar,MTNL,102703,2724,5.57,-1.62
2024-01,Odisha,Cuttack,Jio,247253,5752,36.07,-2.34
2024-01,Odisha,Cuttack,Airtel,212842,3571,31.05,-2.12
2024-01,Odisha,Cuttack,Vi,114818,5044,16.75,3.04
2024-01,Odisha,Cuttack,BSNL,78350,3435,11.43,2.82
2024-01,Odisha,Cuttack,MTNL,32217,607,4.7,0.7
2024-01,Odisha,Rourkela,Jio,306528,12987,36.14,0.15
2024-01,Odisha,Rourkela,Airtel,264883,11730,31.23,2.8
2024-01,Odisha,Rourkela,Vi,134943,2641,15.91,-2.22
2024-01,Odisha,Rourkela,BSNL,109753,4150,12.94,-1.17
2024-01,Odisha,Rourkela,MTNL,32145,1517,3.79,-2.06
2024-01,Odisha,Brahmapur,Jio,150688,2174,35.47,2.55
2024-01,Odisha,Brahmapur,Airtel,127322,2690,29.97,-1.6
2024-01,Odisha,Brahmapur,Vi,70437,1452,16.58,3.03
2024-01,Odisha,Brahmapur,BSNL,51065,1792,12.02,1.38
2024-01,Odisha,Brahmapur,MTNL,25362,846,5.97,0.16
2024-01,Odisha,Sambalpur,Jio,529856,12492,36.85,0.95
2024-01,Odisha,Sambalpur,Airtel,445884,17122,31.01,1.63
2024-01,Odisha,Sambalpur,Vi,245157,8049,17.05,-0.66
2024-01,Odisha,Sambalpur,BSNL,150114,6539,10.44,2.6
2024-01,Odisha,Sambalpur,MTNL,66861,1159,4.65,1.76
2024-01,Odisha,Puri,Jio,410610,7015,37.61,-1.43
2024-01,Odisha,Puri,Airtel,335497,15956,30.73,2.04
2024-01,Odisha,Puri,Vi,168458,4455,15.43,2.79
2024-01,Odisha,Puri,BSNL,135269,2521,12.39,3.55
2024-01,Odisha,Puri,MTNL,41923,1588,3.84,1.14
2024-01,Odisha,Balasore,Jio,768426,37672,36.1,0.01
2024-01,Odisha,Balasore,Airtel,635175,7502,29.84,-1.75
2024-01,Odisha,Balasore,Vi,328017,7970,15.41,3.37
2024-01,Odisha,Balasore,BSNL,270971,13343,12.73,2.84
2024-01,Odisha,Balasore,MTNL,126013,2461,5.92,1.79
2024-01,Odisha,Bhadrak,Jio,225259,11205,37.13,-1.43
2024-01,Odisha,Bhadrak,Airtel,186432,6146,30.73,-0.26
2024-01,Odisha,Bhadrak,Vi,103924,2651,17.13,3.24
2024-01,Odisha,Bhadrak,BSNL,61517,2061,10.14,2.43
2024-01,Odisha,Bhadrak,MTNL,29484,1088,4.86,0.94
2024-01,Odisha,Baripada,Jio,293063,10869,34.57,2.87
2024-01,Odisha,Baripada,Airtel,261103,9293,30.8,0.3
2024-01,Odisha,Baripada,Vi,146319,6577,17.26,0.3
2024-01,Odisha,Baripada,BSNL,97829,2528,11.54,1.56
2024-01,Odisha,Baripada,MTNL,49423,2348,5.83,0.37
2024-01,Odisha,Jharsuguda,Jio,438845,19945,35.83,1.48
2024-01,Odisha,Jharsuguda,Airtel,394997,8488,32.25,3.61
2024-01,Odisha,Jharsuguda,Vi,208828,8664,17.05,2.23
2024-01,Odisha,Jharsuguda,BSNL,126276,5750,10.31,2.5
2024-01,Odisha,Jharsuguda,MTNL,55728,1196,4.55,1.3
2024-01,Assam,Guwahati,Jio,597033,29050,37.48,-0.3
2024-01,Assam,Guwahati,Airtel,460359,7862,28.9,3.2
2024-01,Assam,Guwahati,Vi,268728,3425,16.87,2.76
2024-01,Assam,Guwahati,BSNL,186214,6251,11.69,-1.43
2024-01,Assam,Guwahati,MTNL,80761,1542,5.07,-1.49
2024-01,Assam,Silchar,Jio,796131,29447,36.9,-0.42
2024-01,Assam,Silchar,Airtel,654381,14777,30.33,2.99
2024-01,Assam,Silchar,Vi,342832,14220,15.89,-0.64
2024-01,Assam,Silchar,BSNL,270771,3589,12.55,-0.18
2024-01,Assam,Silchar,MTNL,93205,3765,4.32,-1.85
2024-01,Assam,Dibrugarh,Jio,380604,13738,36.3,2.82
2024-01,Assam,Dibrugarh,Airtel,327235,10422,31.21,-0.18
2024-01,Assam,Dibrugarh,Vi,173840,2952,16.58,-0.83
2024-01,Assam,Dibrugarh,BSNL,126238,3900,12.04,-0.84
2024-01,Assam,Dibrugarh,MTNL,40576,1668,3.87,-1.64
2024-01,Assam,Jorhat,Jio,297241,11492,34.98,1.83
2024-01,Assam,Jorhat,Airtel,266480,7274,31.36,3.25
2024-01,Assam,Jorhat,Vi,145306,5937,17.1,0.97
2024-01,Assam,Jorhat,BSNL,93642,946,11.02,-1.05
2024-01,Assam,Jorhat,MTNL,46990,1426,5.53,3.34
2024-01,Assam,Nagaon,Jio,278612,6762,36.32,1.88
2024-01,Assam,Nagaon,Airtel,223687,2913,29.16,-0.59
2024-01,Assam,Nagaon,Vi,131328,3237,17.12,0.82
2024-01,Assam,Nagaon,BSNL,96731,2811,12.61,-1.14
2024-01,Assam,Nagaon,MTNL,36744,1162,4.79,3.52
2024-01,Assam,Tinsukia,Jio,148185,5630,36.88,4.07
2024-01,Assam,Tinsukia,Airtel,120461,4866,29.98,-1.37
2024-01,Assam,Tinsukia,Vi,67141,2373,16.71,-2.49
2024-01,Assam,Tinsukia,BSNL,48899,1407,12.17,0.97
2024-01,Assam,Tinsukia,MTNL,17116,836,4.26,2.29
2024-01,Assam,Tezpur,Jio,510773,21724,37.01,-1.42
2024-01,Assam,Tezpur,Airtel,414166,6815,30.01,-0.58
2024-01,Assam,Tezpur,Vi,235168,4390,17.04,3.79
2024-01,Assam,Tezpur,BSNL,139941,3431,10.14,2.45
2024-01,Assam,Tezpur,MTNL,79907,3372,5.79,0.01
2024-01,Assam,Bongaigaon,Jio,746370,27329,36.1,1.7
2024-01,Assam,Bongaigaon,Airtel,652919,28813,31.58,-2.31
2024-01,Assam,Bongaigaon,Vi,316121,12912,15.29,3.19
2024-01,Assam,Bongaigaon,BSNL,229906,2447,11.12,1.13
2024-01,Assam,Bongaigaon,MTNL,122189,2925,5.91,-2.17
2024-01,Assam,Dhubri,Jio,258599,12622,37.65,3.37
2024-01,Assam,Dhubri,Airtel,209627,4068,30.52,1.54
2024-01,Assam,Dhubri,Vi,119237,2921,17.36,0.5
2024-01,Assam,Dhubri,BSNL,70883,3149,10.32,2.28
2024-01,Assam,Dhubri,MTNL,28504,556,4.15,-0.45
2024-01,Assam,Diphu,Jio,309376,9356,35.79,-0.75
2024-01,Assam,Diphu,Airtel,268144,6578,31.02,3.82
2024-01,Assam,Diphu,Vi,146692,4306,16.97,2.13
2024-01,Assam,Diphu,BSNL,90072,2619,10.42,-0.08
2024-01,Assam,Diphu,MTNL,50136,2098,5.8,3.01
2024-01,Jharkhand,Ranchi,Jio,191678,4889,36.75,-1.89
2024-01,Jharkhand,Ranchi,Airtel,157202,6216,30.14,1.93
2024-01,Jharkhand,Ranchi,Vi,89450,1072,17.15,3.57
2024-01,Jharkhand,Ranchi,BSNL,64101,3102,12.29,-0.32
2024-01,Jharkhand,Ranchi,MTNL,19141,291,3.67,-1.76
2024-01,Jharkhand,Jamshedpur,Jio,592596,14464,37.95,0.13
2024-01,Jharkhand,Jamshedpur,Airtel,471110,19051,30.17,0.49
2024-01,Jharkhand,Jamshedpur,Vi,266863,3535,17.09,1.57
2024-01,Jharkhand,Jamshedpur,BSNL,168331,4842,10.78,-0.34
2024-01,Jharkhand,Jamshedpur,MTNL,62616,2635,4.01,-1.5
2024-01,Jharkhand,Dhanbad,Jio,387965,11509,35.66,0.79
2024-01,Jharkhand,Dhanbad,Airtel,327474,11243,30.1,2.33
2024-01,Jharkhand,Dhanbad,Vi,175596,3169,16.14,3.7
2024-01,Jharkhand,Dhanbad,BSNL,130663,1787,12.01,-2.35
2024-01,Jharkhand,Dhanbad,MTNL,66256,1613,6.09,2.06
2024-01,Jharkhand,Bokaro,Jio,537995,24372,35.03,-1.47
2024-01,Jharkhand,Bokaro,Airtel,479020,17348,31.19,1.14
2024-01,Jharkhand,Bokaro,Vi,254791,4512,16.59,-1.03
2024-01,Jharkhand,Bokaro,BSNL,166021,5404,10.81,-0.41
2024-01,Jharkhand,Bokaro,MTNL,97984,4251,6.38,-1.86
2024-01,Jharkhand,Deoghar,Jio,678347,8632,35.79,2.5
2024-01,Jharkhand,Deoghar,Airtel,580926,7414,30.65,3.1
2024-01,Jharkhand,Deoghar,Vi,326948,5950,17.25,0.27
2024-01,Jharkhand,Deoghar,BSNL,190104,8992,10.03,2.65
2024-01,Jharkhand,Deoghar,MTNL,119217,4939,6.29,2.46
2024-01,Jharkhand,Phusro,Jio,541390,21832,35.5,-1.58
2024-01,Jharkhand,Phusro,Airtel,478863,22535,31.4,-2.28
2024-01,Jharkhand,Phusro,Vi,232416,2715,15.24,-2.2
2024-01,Jharkhand,Phusro,BSNL,197188,2787,12.93,0.66
2024-01,Jharkhand,Phusro,MTNL,75032,3116,4.92,-0.65
2024-01,Jharkhand,Hazaribagh,Jio,434553,14662,35.49,3.07
2024-01,Jharkhand,Hazaribagh,Airtel,368066,16249,30.06,2.14
2024-01,Jharkhand,Hazaribagh,Vi,192849,3409,15.75,-1.54
2024-01,Jharkhand,Hazaribagh,BSNL,151830,7102,12.4,-0.78
2024-01,Jharkhand,Hazaribagh,MTNL,77262,1533,6.31,-1.42
2024-01,Jharkhand,Giridih,Jio,510760,21089,36.95,2.28
2024-01,Jharkhand,Giridih,Airtel,403217,8341,29.17,3.01
2024-01,Jharkhand,Giridih,Vi,212736,3343,15.39,-0.27
2024-01,Jharkhand,Giridih,BSNL,174584,4165,12.63,1.14
2024-01,Jharkhand,Giridih,MTNL,81002,2311,5.86,0.49
2024-01,Jharkhand,Ramgarh,Jio,273887,8604,35.52,-2.02
2024-01,Jharkhand,Ramgarh,Airtel,235565,6342,30.55,-2.44
2024-01,Jharkhand,Ramgarh,Vi,131931,4812,17.11,0.75
2024-01,Jharkhand,Ramgarh,BSNL,87594,1320,11.36,1.02
2024-01,Jharkhand,Ramgarh,MTNL,42101,1933,5.46,-0.29
2024-01,Jharkhand,Medininagar,Jio,693751,17099,36.54,-1.77
2024-01,Jharkhand,Medininagar,Airtel,579265,9330,30.51,2.12
2024-01,Jharkhand,Medininagar,Vi,298271,7551,15.71,-1.25
2024-01,Jharkhand,Medininagar,BSNL,207897,8846,10.95,0.68
2024-01,Jharkhand,Medininagar,MTNL,119232,3899,6.28,-1.5
2024-01,Uttarakhand,Dehradun,Jio,257551,3664,35.99,-1.66
2024-01,Uttarakhand,Dehradun,Airtel,219051,9632,30.61,-0.91
2024-01,Uttarakhand,Dehradun,Vi,120081,4602,16.78,-2.49
2024-01,Uttarakhand,Dehradun,BSNL,75927,1043,10.61,1.46
2024-01,Uttarakhand,Dehradun,MTNL,43008,743,6.01,-2.32
2024-01,Uttarakhand,Haridwar,Jio,117502,3206,35.82,1.08
2024-01,Uttarakhand,Haridwar,Airtel,103265,4180,31.48,2.91
2024-01,Uttarakhand,Haridwar,Vi,52715,1462,16.07,-1.04
2024-01,Uttarakhand,Haridwar,BSNL,39692,640,12.1,-0.29
2024-01,Uttarakhand,Haridwar,MTNL,14860,625,4.53,-0.72
2024-01,Uttarakhand,Roorkee,Jio,192338,8911,36.66,0.12
2024-01,Uttarakhand,Roorkee,Airtel,163220,6243,31.11,-1.59
2024-01,Uttarakhand,Roorkee,Vi,92654,3440,17.66,-2.07
2024-01,Uttarakhand,Roorkee,BSNL,53357,2064,10.17,-0.4
2024-01,Uttarakhand,Roorkee,MTNL,23084,660,4.4,-1.42
2024-01,Uttarakhand,Haldwani,Jio,308322,11688,35.35,0.32
2024-01,Uttarakhand,Haldwani,Airtel,256775,9665,29.44,-2.05
2024-01,Uttarakhand,Haldwani,Vi,144523,4914,16.57,3.27
2024-01,Uttarakhand,Haldwani,BSNL,107454,3812,12.32,-2.45
2024-01,Uttarakhand,Haldwani,MTNL,55035,2079,6.31,2.22
